"","Month","Name","Year","Elevation_ft"
"2824","February","Cheney Dam","2022",1419.67928571429
"2825","January","Cheney Dam","2022",1419.59838709677
"2826","July","Cheney Dam","2022",1421.51548387097
"2827","June","Cheney Dam","2022",1421.89066666667
"2828","March","Cheney Dam","2022",1419.86419354839
"2829","May","Cheney Dam","2022",1420.31483870968
"2830","November","Cheney Dam","2022",1418.30866666667
"2831","October","Cheney Dam","2022",1418.70516129032
"2832","September","Cheney Dam","2022",1419.56366666667
"2833","April","Clinton Dam","2022",878.165333333333
"2834","August","Clinton Dam","2022",876.066774193548
"2835","December","Clinton Dam","2022",874.518666666667
"2836","February","Clinton Dam","2022",875.4975
"2837","January","Clinton Dam","2022",876.144516129032
"2838","July","Clinton Dam","2022",876.238064516129
"2839","June","Clinton Dam","2022",877.940333333333
"2840","March","Clinton Dam","2022",876.150967741935
"2841","May","Clinton Dam","2022",878.664193548387
"2842","November","Clinton Dam","2022",874.664666666667
"2843","October","Clinton Dam","2022",874.880322580645
"2844","September","Clinton Dam","2022",875.489666666667
"2845","April","Council Grove Dam","2022",1274.50033333333
"2846","August","Council Grove Dam","2022",1273.89774193548
"2847","December","Council Grove Dam","2022",1272.40838709677
"2848","February","Council Grove Dam","2022",1273.6125
"2849","January","Council Grove Dam","2022",1273.61419354839
"2850","July","Council Grove Dam","2022",1274.98225806452
"2851","June","Council Grove Dam","2022",1280.67866666667
"2852","March","Council Grove Dam","2022",1274.03161290323
"2853","May","Council Grove Dam","2022",1276.12193548387
"2854","November","Council Grove Dam","2022",1272.553
"2855","October","Council Grove Dam","2022",1272.76612903226
"2856","September","Council Grove Dam","2022",1273.43133333333
"2857","April","El Dorado Dam","2022",1339.204
"2858","August","El Dorado Dam","2022",1338.31032258065
"2859","December","El Dorado Dam","2022",1336.63419354839
"2860","February","El Dorado Dam","2022",1338.67714285714
"2861","January","El Dorado Dam","2022",1338.72129032258
"2862","July","El Dorado Dam","2022",1339.07774193548
"2863","June","El Dorado Dam","2022",1340.49
"2864","March","El Dorado Dam","2022",1339.06032258065
"2865","May","El Dorado Dam","2022",1340.75096774194
"2866","November","El Dorado Dam","2022",1336.766
"2867","October","El Dorado Dam","2022",1336.96483870968
"2868","September","El Dorado Dam","2022",1337.62366666667
"2869","April","Elk City Dam","2022",796.561
"2870","August","Elk City Dam","2022",795.591612903226
"2871","December","Elk City Dam","2022",793.74
"2872","February","Elk City Dam","2022",796.514642857143
"2873","January","Elk City Dam","2022",796.402903225806
"2874","July","Elk City Dam","2022",796.382903225806
"2875","June","Elk City Dam","2022",805.115666666667
"2876","March","Elk City Dam","2022",797.112580645161
"2877","May","Elk City Dam","2022",802.153225806452
"2878","November","Elk City Dam","2022",793.807666666667
"2879","October","Elk City Dam","2022",794.129677419355
"2880","September","Elk City Dam","2022",794.886666666667
"2881","April","Fall River Dam","2022",949.103333333333
"2882","August","Fall River Dam","2022",948.392903225806
"2883","December","Fall River Dam","2022",946.897419354839
"2884","February","Fall River Dam","2022",949.073571428571
"2885","January","Fall River Dam","2022",948.832903225806
"2886","July","Fall River Dam","2022",948.782903225806
"2887","June","Fall River Dam","2022",956.356
"2888","March","Fall River Dam","2022",950.19064516129
"2889","May","Fall River Dam","2022",956.114193548387
"2890","November","Fall River Dam","2022",946.858666666667
"2891","October","Fall River Dam","2022",947.15064516129
"2892","September","Fall River Dam","2022",947.810666666667
"2893","April","Glen Elder Dam (Waconda Lake)","2022",1454.891
"2894","August","Glen Elder Dam (Waconda Lake)","2022",1453.92096774194
"2895","December","Glen Elder Dam (Waconda Lake)","2022",1450.4435483871
"2896","February","Glen Elder Dam (Waconda Lake)","2022",1454.56888888889
"2897","January","Glen Elder Dam (Waconda Lake)","2022",1455.43580645161
"2898","July","Glen Elder Dam (Waconda Lake)","2022",1454.62612903226
"2899","June","Glen Elder Dam (Waconda Lake)","2022",1456.28689655172
"2900","March","Glen Elder Dam (Waconda Lake)","2022",1454.71307692308
"2901","May","Glen Elder Dam (Waconda Lake)","2022",1455.89161290323
"2902","November","Glen Elder Dam (Waconda Lake)","2022",1450.403
"2903","October","Glen Elder Dam (Waconda Lake)","2022",1450.75258064516
"2904","September","Glen Elder Dam (Waconda Lake)","2022",1451.89233333333
"2905","April","Hillsdale Dam","2022",916.73
"2906","August","Hillsdale Dam","2022",917.460967741936
"2907","December","Hillsdale Dam","2022",917.119677419355
"2908","February","Hillsdale Dam","2022",915.578571428571
"2909","January","Hillsdale Dam","2022",916.898064516129
"2910","July","Hillsdale Dam","2022",917.083225806452
"2911","June","Hillsdale Dam","2022",919.641333333333
"2912","March","Hillsdale Dam","2022",916.126129032258
"2913","May","Hillsdale Dam","2022",919.735806451613
"2914","November","Hillsdale Dam","2022",916.456
"2915","October","Hillsdale Dam","2022",916.366129032258
"2916","September","Hillsdale Dam","2022",917.077666666667
"2917","April","John Redmond Dam","2022",1043.13133333333
"2918","August","John Redmond Dam","2022",1041.44612903226
"2919","December","John Redmond Dam","2022",1041.59096774194
"2920","February","John Redmond Dam","2022",1041.53285714286
"2921","January","John Redmond Dam","2022",1041.35967741935
"2922","July","John Redmond Dam","2022",1044.28548387097
"2923","June","John Redmond Dam","2022",1059.56333333333
"2924","March","John Redmond Dam","2022",1042.80193548387
"2925","May","John Redmond Dam","2022",1049.99838709677
"2926","November","John Redmond Dam","2022",1041.319
"2927","October","John Redmond Dam","2022",1041.06161290323
"2928","September","John Redmond Dam","2022",1041.272
"2929","April","Kanopolis Dam","2022",1464.767
"2930","August","Kanopolis Dam","2022",1465.54322580645
"2931","December","Kanopolis Dam","2022",1463.41709677419
"2932","February","Kanopolis Dam","2022",1463.45964285714
"2933","January","Kanopolis Dam","2022",1465.25129032258
"2934","July","Kanopolis Dam","2022",1467.64193548387
"2935","June","Kanopolis Dam","2022",1467.946
"2936","March","Kanopolis Dam","2022",1464.11258064516
"2937","May","Kanopolis Dam","2022",1465.29677419355
"2938","November","Kanopolis Dam","2022",1463.609
"2939","October","Kanopolis Dam","2022",1463.67903225806
"2940","September","Kanopolis Dam","2022",1464.29766666667
"2941","April","Kirwin Dam","2022",1727.53
"2942","August","Kirwin Dam","2022",1725.22677419355
"2943","December","Kirwin Dam","2022",1723.18709677419
"2944","February","Kirwin Dam","2022",1726.96785714286
"2945","January","Kirwin Dam","2022",1726.71666666667
"2946","July","Kirwin Dam","2022",1727.18290322581
"2947","June","Kirwin Dam","2022",1728.46517241379
"2948","March","Kirwin Dam","2022",1727.2964516129
"2949","May","Kirwin Dam","2022",1727.89592592593
"2950","November","Kirwin Dam","2022",1723.21333333333
"2951","October","Kirwin Dam","2022",1723.41419354839
"2952","September","Kirwin Dam","2022",1723.72133333333
"2953","April","Lovewell Dam","2022",1581.645
"2954","August","Lovewell Dam","2022",1576.98580645161
"2955","December","Lovewell Dam","2022",1578.06806451613
"2956","February","Lovewell Dam","2022",1581.19714285714
"2957","January","Lovewell Dam","2022",1581.03580645161
"2958","July","Lovewell Dam","2022",1580.73967741935
"2959","June","Lovewell Dam","2022",1582.5475862069
"2960","March","Lovewell Dam","2022",1581.43419354839
"2961","May","Lovewell Dam","2022",1583.01516129032
"2962","November","Lovewell Dam","2022",1576.77566666667
"2963","October","Lovewell Dam","2022",1575.68612903226
"2964","September","Lovewell Dam","2022",1574.50466666667
"2965","April","Marion Dam","2022",1348.734
"2966","August","Marion Dam","2022",1349.74225806452
"2967","December","Marion Dam","2022",1348.48612903226
"2968","February","Marion Dam","2022",1348.72785714286
"2969","January","Marion Dam","2022",1348.79870967742
"2970","July","Marion Dam","2022",1350.56483870968
"2971","June","Marion Dam","2022",1352.57166666667
"2972","March","Marion Dam","2022",1348.73741935484
"2973","May","Marion Dam","2022",1349.05258064516
"2974","November","Marion Dam","2022",1348.56366666667
"2975","October","Marion Dam","2022",1348.65129032258
"2976","September","Marion Dam","2022",1349.19866666667
"2977","April","Melvern Dam","2022",1037.173
"2978","August","Melvern Dam","2022",1035.78387096774
"2979","December","Melvern Dam","2022",1033.58387096774
"2980","February","Melvern Dam","2022",1034.25785714286
"2981","January","Melvern Dam","2022",1035.10451612903
"2982","July","Melvern Dam","2022",1036.38483870968
"2983","June","Melvern Dam","2022",1038.76866666667
"2984","March","Melvern Dam","2022",1035.03612903226
"2985","May","Melvern Dam","2022",1038.86935483871
"2986","November","Melvern Dam","2022",1033.939
"2987","October","Melvern Dam","2022",1034.42032258065
"2988","September","Melvern Dam","2022",1035.15666666667
"2989","April","Milford Dam","2022",1141.428
"2990","August","Milford Dam","2022",1144.50193548387
"2991","December","Milford Dam","2022",1142.79161290323
"2992","February","Milford Dam","2022",1141.81
"2993","January","Milford Dam","2022",1143.3464516129
"2994","July","Milford Dam","2022",1144.72548387097
"2995","June","Milford Dam","2022",1144.52034482759
"2996","March","Milford Dam","2022",1141.48096774194
"2997","May","Milford Dam","2022",1141.97516129032
"2998","November","Milford Dam","2022",1143.53066666667
"2999","October","Milford Dam","2022",1144.00129032258
"3000","September","Milford Dam","2022",1144.32933333333
"3001","April","Norton Dam (Keith Sebelius Lake)","2022",2295.16862068966
"3002","August","Norton Dam (Keith Sebelius Lake)","2022",2291.84903225806
"3003","December","Norton Dam (Keith Sebelius Lake)","2022",2290.59935483871
"3004","February","Norton Dam (Keith Sebelius Lake)","2022",2295.0672
"3005","January","Norton Dam (Keith Sebelius Lake)","2022",2294.96322580645
"3006","July","Norton Dam (Keith Sebelius Lake)","2022",2293.18172413793
"3007","June","Norton Dam (Keith Sebelius Lake)","2022",2295.11
"3008","March","Norton Dam (Keith Sebelius Lake)","2022",2295.18310344828
"3009","May","Norton Dam (Keith Sebelius Lake)","2022",2295.12709677419
"3010","November","Norton Dam (Keith Sebelius Lake)","2022",2290.668
"3011","October","Norton Dam (Keith Sebelius Lake)","2022",2290.93310344828
"3012","September","Norton Dam (Keith Sebelius Lake)","2022",2291.32133333333
"3013","April","Perry Dam","2022",891.550333333333
"3014","August","Perry Dam","2022",893.834193548387
"3015","December","Perry Dam","2022",891.015161290323
"3016","February","Perry Dam","2022",889.597142857143
"3017","January","Perry Dam","2022",890.819677419355
"3018","July","Perry Dam","2022",894.224193548387
"3019","June","Perry Dam","2022",894.683103448276
"3020","March","Perry Dam","2022",890.002903225806
"3021","May","Perry Dam","2022",893.913548387097
"3022","November","Perry Dam","2022",891.197
"3023","October","Perry Dam","2022",891.557741935484
"3024","September","Perry Dam","2022",892.628666666667
"3025","April","Pomona Dam","2022",977.056666666667
"3026","August","Pomona Dam","2022",974.444838709677
"3027","December","Pomona Dam","2022",971.978387096774
"3028","February","Pomona Dam","2022",972.328928571429
"3029","January","Pomona Dam","2022",973.399677419355
"3030","July","Pomona Dam","2022",975.031935483871
"3031","June","Pomona Dam","2022",978.784333333333
"3032","March","Pomona Dam","2022",973.814516129032
"3033","May","Pomona Dam","2022",978.827419354839
"3034","November","Pomona Dam","2022",972.232
"3035","October","Pomona Dam","2022",973.154193548387
"3036","September","Pomona Dam","2022",973.890333333333
"3037","April","Toronto Dam","2022",902.155666666667
"3038","August","Toronto Dam","2022",901.234193548387
"3039","December","Toronto Dam","2022",900.243225806452
"3040","February","Toronto Dam","2022",902.286071428571
"3041","January","Toronto Dam","2022",901.969032258065
"3042","July","Toronto Dam","2022",901.59
"3043","June","Toronto Dam","2022",907.96
"3044","March","Toronto Dam","2022",903.376451612903
"3045","May","Toronto Dam","2022",908.415806451613
"3046","November","Toronto Dam","2022",900.010333333333
"3047","October","Toronto Dam","2022",900.084516129032
"3048","September","Toronto Dam","2022",900.641666666667
"3049","April","Tuttle Creek Dam","2022",1074.032
"3050","August","Tuttle Creek Dam","2022",1075.30451612903
"3051","December","Tuttle Creek Dam","2022",1072.7364516129
"3052","February","Tuttle Creek Dam","2022",1072.64
"3053","January","Tuttle Creek Dam","2022",1072.37225806452
"3054","July","Tuttle Creek Dam","2022",1076.68709677419
"3055","June","Tuttle Creek Dam","2022",1076.219
"3056","March","Tuttle Creek Dam","2022",1072.37741935484
"3057","May","Tuttle Creek Dam","2022",1076.19
"3058","November","Tuttle Creek Dam","2022",1072.289
"3059","October","Tuttle Creek Dam","2022",1073.466
"3060","September","Tuttle Creek Dam","2022",1074.708
"3061","April","Webster Dam","2022",1890.191
"3062","August","Webster Dam","2022",1884.95580645161
"3063","December","Webster Dam","2022",1882.5535483871
"3064","February","Webster Dam","2022",1889.23821428571
"3065","January","Webster Dam","2022",1888.7835483871
"3066","July","Webster Dam","2022",1888.32096774194
"3067","June","Webster Dam","2022",1890.79448275862
"3068","March","Webster Dam","2022",1889.74709677419
"3069","May","Webster Dam","2022",1890.66838709677
"3070","November","Webster Dam","2022",1882.72533333333
"3071","October","Webster Dam","2022",1883.04225806452
"3072","September","Webster Dam","2022",1883.48133333333
"3073","April","Wilson Dam","2022",1516.12933333333
"3074","August","Wilson Dam","2022",1515.87225806452
"3075","December","Wilson Dam","2022",1514.25774193548
"3076","February","Wilson Dam","2022",1515.76821428571
"3077","January","Wilson Dam","2022",1515.55322580645
"3078","July","Wilson Dam","2022",1516.43129032258
"3079","June","Wilson Dam","2022",1516.711
"3080","March","Wilson Dam","2022",1516.04032258065
"3081","May","Wilson Dam","2022",1516.3264516129
"3082","November","Wilson Dam","2022",1514.348
"3083","October","Wilson Dam","2022",1514.67580645161
"3084","September","Wilson Dam","2022",1515.20433333333
"3085","April","Big Hill Dam","2023",855.342666666667
"3086","August","Big Hill Dam","2023",855.613548387097
"3087","December","Big Hill Dam","2023",854.333548387097
"3088","February","Big Hill Dam","2023",855.545714285714
"3089","January","Big Hill Dam","2023",855.501290322581
"3090","July","Big Hill Dam","2023",855.941290322581
"3091","June","Big Hill Dam","2023",856.337
"3092","March","Big Hill Dam","2023",855.563548387097
"3093","May","Big Hill Dam","2023",855.949032258065
"3094","November","Big Hill Dam","2023",854.462666666667
"3095","October","Big Hill Dam","2023",854.733548387097
"3096","September","Big Hill Dam","2023",855.145
"3097","April","Cedar Bluff Dam","2023",2127.07344827586
"3098","August","Cedar Bluff Dam","2023",2126.19172413793
"3099","December","Cedar Bluff Dam","2023",2124.60709677419
"3100","February","Cedar Bluff Dam","2023",2127.38230769231
"3101","January","Cedar Bluff Dam","2023",2127.42833333333
"3102","July","Cedar Bluff Dam","2023",2126.62806451613
"3103","June","Cedar Bluff Dam","2023",2126.84448275862
"3104","March","Cedar Bluff Dam","2023",2127.32774193548
"3105","May","Cedar Bluff Dam","2023",2126.84206896552
"3106","November","Cedar Bluff Dam","2023",2124.74433333333
"3107","October","Cedar Bluff Dam","2023",2125.11178571429
"3108","September","Cedar Bluff Dam","2023",2125.608
"3109","April","Cheney Dam","2023",1417.92633333333
"3110","August","Cheney Dam","2023",1417.32967741935
"3111","December","Cheney Dam","2023",1415.60516129032
"3112","February","Cheney Dam","2023",1418.28071428571
"3113","January","Cheney Dam","2023",1418.21903225806
"3114","July","Cheney Dam","2023",1417.68774193548
"3115","June","Cheney Dam","2023",1417.795
"3116","March","Cheney Dam","2023",1418.21580645161
"3117","May","Cheney Dam","2023",1417.70483870968
"3118","November","Cheney Dam","2023",1415.53633333333
"3119","October","Cheney Dam","2023",1415.89225806452
"3120","September","Cheney Dam","2023",1416.586
"3121","April","Clinton Dam","2023",875.998333333333
"3122","August","Clinton Dam","2023",876.641290322581
"3123","December","Clinton Dam","2023",875.261612903226
"3124","February","Clinton Dam","2023",874.551071428571
"3125","January","Clinton Dam","2023",874.41
"3126","July","Clinton Dam","2023",877.102903225806
"3127","June","Clinton Dam","2023",877.832
"3128","March","Clinton Dam","2023",875.23935483871
"3129","May","Clinton Dam","2023",876.86064516129
"3130","November","Clinton Dam","2023",875.267
"3131","October","Clinton Dam","2023",875.433870967742
"3132","September","Clinton Dam","2023",875.950333333333
"3133","April","Council Grove Dam","2023",1273.331
"3134","August","Council Grove Dam","2023",1272.67
"3135","December","Council Grove Dam","2023",1270.00774193548
"3136","February","Council Grove Dam","2023",1272.64178571429
"3137","January","Council Grove Dam","2023",1272.43161290323
"3138","July","Council Grove Dam","2023",1273.39032258065
"3139","June","Council Grove Dam","2023",1273.40333333333
"3140","March","Council Grove Dam","2023",1273.34741935484
"3141","May","Council Grove Dam","2023",1273.32225806452
"3142","November","Council Grove Dam","2023",1270.30366666667
"3143","October","Council Grove Dam","2023",1270.86580645161
"3144","September","Council Grove Dam","2023",1271.69233333333
"3145","April","El Dorado Dam","2023",1336.08766666667
"3146","August","El Dorado Dam","2023",1334.10225806452
"3147","December","El Dorado Dam","2023",1332.98032258065
"3148","February","El Dorado Dam","2023",1336.40535714286
"3149","January","El Dorado Dam","2023",1336.52451612903
"3150","July","El Dorado Dam","2023",1334.81419354839
"3151","June","El Dorado Dam","2023",1335.30533333333
"3152","March","El Dorado Dam","2023",1336.39870967742
"3153","May","El Dorado Dam","2023",1335.70709677419
"3154","November","El Dorado Dam","2023",1332.58966666667
"3155","October","El Dorado Dam","2023",1332.60967741935
"3156","September","El Dorado Dam","2023",1333.24333333333
"3157","April","Elk City Dam","2023",793.095
"3158","August","Elk City Dam","2023",792.028387096774
"3159","December","Elk City Dam","2023",789.943870967742
"3160","February","Elk City Dam","2023",793.578928571429
"3161","January","Elk City Dam","2023",793.597419354839
"3162","July","Elk City Dam","2023",792.614838709677
"3163","June","Elk City Dam","2023",792.997
"3164","March","Elk City Dam","2023",793.49064516129
"3165","May","Elk City Dam","2023",792.863225806452
"3166","November","Elk City Dam","2023",790.105
"3167","October","Elk City Dam","2023",790.568387096774
"3168","September","Elk City Dam","2023",791.147333333333
"3169","April","Fall River Dam","2023",947.475
"3170","August","Fall River Dam","2023",947.287741935484
"3171","December","Fall River Dam","2023",947.116129032258
"3172","February","Fall River Dam","2023",946.962142857143
"3173","January","Fall River Dam","2023",946.940322580645
"3174","July","Fall River Dam","2023",947.892903225806
"3175","June","Fall River Dam","2023",948.448333333333
"3176","March","Fall River Dam","2023",947.442580645161
"3177","May","Fall River Dam","2023",947.842903225806
"3178","November","Fall River Dam","2023",945.676666666667
"3179","October","Fall River Dam","2023",945.97
"3180","September","Fall River Dam","2023",946.489333333333
"3181","April","Glen Elder Dam (Waconda Lake)","2023",1450.872
"3182","August","Glen Elder Dam (Waconda Lake)","2023",1450.82741935484
"3183","December","Glen Elder Dam (Waconda Lake)","2023",1450.28677419355
"3184","February","Glen Elder Dam (Waconda Lake)","2023",1450.91642857143
"3185","January","Glen Elder Dam (Waconda Lake)","2023",1450.6735483871
"3186","July","Glen Elder Dam (Waconda Lake)","2023",1451.07516129032
"3187","June","Glen Elder Dam (Waconda Lake)","2023",1450.86266666667
"3188","March","Glen Elder Dam (Waconda Lake)","2023",1451.02516129032
"3189","May","Glen Elder Dam (Waconda Lake)","2023",1450.66709677419
"3190","November","Glen Elder Dam (Waconda Lake)","2023",1450.16366666667
"3191","October","Glen Elder Dam (Waconda Lake)","2023",1450.37806451613
"3192","September","Glen Elder Dam (Waconda Lake)","2023",1450.66066666667
"3193","April","Hillsdale Dam","2023",917.195
"3194","August","Hillsdale Dam","2023",916.433225806452
"3195","December","Hillsdale Dam","2023",917.512258064516
"3196","February","Hillsdale Dam","2023",917.552857142857
"3197","January","Hillsdale Dam","2023",917.462258064516
"3198","July","Hillsdale Dam","2023",916.872903225806
"3199","June","Hillsdale Dam","2023",917.529666666667
"3200","March","Hillsdale Dam","2023",917.089032258065
"3201","May","Hillsdale Dam","2023",916.924516129032
"3202","November","Hillsdale Dam","2023",916.816
"3203","October","Hillsdale Dam","2023",915.40064516129
"3204","September","Hillsdale Dam","2023",915.408333333333
"3205","April","John Redmond Dam","2023",1041.19066666667
"3206","August","John Redmond Dam","2023",1039.8
"3207","December","John Redmond Dam","2023",1042.51032258065
"3208","February","John Redmond Dam","2023",1041.75
"3209","January","John Redmond Dam","2023",1041.77838709677
"3210","July","John Redmond Dam","2023",1040.50870967742
"3211","June","John Redmond Dam","2023",1041.19266666667
"3212","March","John Redmond Dam","2023",1041.60451612903
"3213","May","John Redmond Dam","2023",1041.4035483871
"3214","November","John Redmond Dam","2023",1042.26166666667
"3215","October","John Redmond Dam","2023",1038.79129032258
"3216","September","John Redmond Dam","2023",1038.75533333333
"3217","April","Kanopolis Dam","2023",1461.14066666667
"3218","August","Kanopolis Dam","2023",1461.38096774194
"3219","December","Kanopolis Dam","2023",1459.99548387097
"3220","February","Kanopolis Dam","2023",1460.25178571429
"3221","January","Kanopolis Dam","2023",1460.47838709677
"3222","July","Kanopolis Dam","2023",1461.72838709677
"3223","June","Kanopolis Dam","2023",1461.40133333333
"3224","March","Kanopolis Dam","2023",1460.83580645161
"3225","May","Kanopolis Dam","2023",1461.311
"3226","November","Kanopolis Dam","2023",1459.69931034483
"3227","October","Kanopolis Dam","2023",1459.90451612903
"3228","September","Kanopolis Dam","2023",1460.67233333333
"3229","April","Kirwin Dam","2023",1723.99966666667
"3230","August","Kirwin Dam","2023",1721.96032258065
"3231","December","Kirwin Dam","2023",1719.97533333333
"3232","February","Kirwin Dam","2023",1723.69
"3233","January","Kirwin Dam","2023",1723.38548387097
"3234","July","Kirwin Dam","2023",1723.68806451613
"3235","June","Kirwin Dam","2023",1724.26766666667
"3236","March","Kirwin Dam","2023",1723.9764516129
"3237","May","Kirwin Dam","2023",1723.98935483871
"3238","November","Kirwin Dam","2023",1719.86633333333
"3239","October","Kirwin Dam","2023",1720.11392857143
"3240","September","Kirwin Dam","2023",1720.57133333333
"3241","April","Lovewell Dam","2023",1581.496
"3242","August","Lovewell Dam","2023",1576.86806451613
"3243","December","Lovewell Dam","2023",1579.72064516129
"3244","February","Lovewell Dam","2023",1580.66
"3245","January","Lovewell Dam","2023",1579.18193548387
"3246","July","Lovewell Dam","2023",1580.21451612903
"3247","June","Lovewell Dam","2023",1582.84166666667
"3248","March","Lovewell Dam","2023",1581.48193548387
"3249","May","Lovewell Dam","2023",1582.58258064516
"3250","November","Lovewell Dam","2023",1578.29633333333
"3251","October","Lovewell Dam","2023",1577.23774193548
"3252","September","Lovewell Dam","2023",1575.58533333333
"3253","April","Marion Dam","2023",1348.16566666667
"3254","August","Marion Dam","2023",1347.07387096774
"3255","December","Marion Dam","2023",1345.99451612903
"3256","February","Marion Dam","2023",1348.50357142857
"3257","January","Marion Dam","2023",1348.50709677419
"3258","July","Marion Dam","2023",1347.56580645161
"3259","June","Marion Dam","2023",1347.83133333333
"3260","March","Marion Dam","2023",1348.43451612903
"3261","May","Marion Dam","2023",1347.90709677419
"3262","November","Marion Dam","2023",1345.916
"3263","October","Marion Dam","2023",1346.06258064516
"3264","September","Marion Dam","2023",1346.48233333333
"3265","April","Melvern Dam","2023",1034.033
"3266","August","Melvern Dam","2023",1033.79387096774
"3267","December","Melvern Dam","2023",1038.02064516129
"3268","February","Melvern Dam","2023",1033.39428571429
"3269","January","Melvern Dam","2023",1033.33806451613
"3270","July","Melvern Dam","2023",1034.3164516129
"3271","June","Melvern Dam","2023",1034.752
"3272","March","Melvern Dam","2023",1034.03451612903
"3273","May","Melvern Dam","2023",1034.54
"3274","November","Melvern Dam","2023",1037.31733333333
"3275","October","Melvern Dam","2023",1033.54
"3276","September","Melvern Dam","2023",1033.09566666667
"3277","April","Milford Dam","2023",1141.53833333333
"3278","August","Milford Dam","2023",1141.7035483871
"3279","December","Milford Dam","2023",1140.77258064516
"3280","February","Milford Dam","2023",1141.85607142857
"3281","January","Milford Dam","2023",1142.54806451613
"3282","July","Milford Dam","2023",1141.79483870968
"3283","June","Milford Dam","2023",1141.54133333333
"3284","March","Milford Dam","2023",1141.45161290323
"3285","May","Milford Dam","2023",1141.5135483871
"3286","November","Milford Dam","2023",1140.869
"3287","October","Milford Dam","2023",1141.15935483871
"3288","September","Milford Dam","2023",1141.35633333333
"3289","April","Norton Dam (Keith Sebelius Lake)","2023",2291.07103448276
"3290","August","Norton Dam (Keith Sebelius Lake)","2023",2294.59172413793
"3291","December","Norton Dam (Keith Sebelius Lake)","2023",2294.44258064516
"3292","February","Norton Dam (Keith Sebelius Lake)","2023",2290.92807692308
"3293","January","Norton Dam (Keith Sebelius Lake)","2023",2290.72966666667
"3294","July","Norton Dam (Keith Sebelius Lake)","2023",2294.43193548387
"3295","June","Norton Dam (Keith Sebelius Lake)","2023",2293.82448275862
"3296","March","Norton Dam (Keith Sebelius Lake)","2023",2291.12322580645
"3297","May","Norton Dam (Keith Sebelius Lake)","2023",2291.91931034483
"3298","November","Norton Dam (Keith Sebelius Lake)","2023",2294.37833333333
"3299","October","Norton Dam (Keith Sebelius Lake)","2023",2294.55827586207
"3300","September","Norton Dam (Keith Sebelius Lake)","2023",2294.538
"3301","April","Perry Dam","2023",891.852
"3302","August","Perry Dam","2023",893.25935483871
"3303","December","Perry Dam","2023",888.619677419355
"3304","February","Perry Dam","2023",891.3825
"3305","January","Perry Dam","2023",891.027419354839
"3306","July","Perry Dam","2023",893.93064516129
"3307","June","Perry Dam","2023",894.030333333333
"3308","March","Perry Dam","2023",891.702903225806
"3309","May","Perry Dam","2023",893.086129032258
"3310","November","Perry Dam","2023",889.220333333333
"3311","October","Perry Dam","2023",890.545483870968
"3312","September","Perry Dam","2023",892.203
"3313","April","Pomona Dam","2023",974.478333333333
"3314","August","Pomona Dam","2023",974.771612903226
"3315","December","Pomona Dam","2023",973.868064516129
"3316","February","Pomona Dam","2023",972.019285714286
"3317","January","Pomona Dam","2023",971.777419354839
"3318","July","Pomona Dam","2023",975.748709677419
"3319","June","Pomona Dam","2023",976.937
"3320","March","Pomona Dam","2023",973.565483870968
"3321","May","Pomona Dam","2023",976.241935483871
"3322","November","Pomona Dam","2023",973.431333333333
"3323","October","Pomona Dam","2023",973.321290322581
"3324","September","Pomona Dam","2023",973.962
"3325","April","Toronto Dam","2023",902.117
"3326","August","Toronto Dam","2023",900.340967741936
"3327","December","Toronto Dam","2023",902.803548387097
"3328","February","Toronto Dam","2023",900.981071428571
"3329","January","Toronto Dam","2023",900.472903225806
"3330","July","Toronto Dam","2023",900.885161290323
"3331","June","Toronto Dam","2023",901.698333333333
"3332","March","Toronto Dam","2023",902.215806451613
"3333","May","Toronto Dam","2023",901.799032258064
"3334","November","Toronto Dam","2023",899.258666666667
"3335","October","Toronto Dam","2023",899.033548387097
"3336","September","Toronto Dam","2023",899.570666666667
"3337","April","Tuttle Creek Dam","2023",1075.52366666667
"3338","August","Tuttle Creek Dam","2023",1075.57161290323
"3339","December","Tuttle Creek Dam","2023",1066.85709677419
"3340","February","Tuttle Creek Dam","2023",1074.68714285714
"3341","January","Tuttle Creek Dam","2023",1073.74935483871
"3342","July","Tuttle Creek Dam","2023",1076.15677419355
"3343","June","Tuttle Creek Dam","2023",1076.21357142857
"3344","March","Tuttle Creek Dam","2023",1075.21483870968
"3345","May","Tuttle Creek Dam","2023",1076.28032258065
"3346","November","Tuttle Creek Dam","2023",1067.74
"3347","October","Tuttle Creek Dam","2023",1070.20258064516
"3348","September","Tuttle Creek Dam","2023",1073.219
"3349","April","Webster Dam","2023",1883.10833333333
"3350","August","Webster Dam","2023",1879.04741935484
"3351","December","Webster Dam","2023",1876.59033333333
"3352","February","Webster Dam","2023",1882.79321428571
"3353","January","Webster Dam","2023",1882.59933333333
"3354","July","Webster Dam","2023",1882.44516129032
"3355","June","Webster Dam","2023",1883.88862068966
"3356","March","Webster Dam","2023",1883.07516129032
"3357","May","Webster Dam","2023",1883.03290322581
"3358","November","Webster Dam","2023",1876.59666666667
"3359","October","Webster Dam","2023",1876.82419354839
"3360","September","Webster Dam","2023",1877.314
"3361","April","Wilson Dam","2023",1514.521
"3362","August","Wilson Dam","2023",1514.33193548387
"3363","December","Wilson Dam","2023",1513.14419354839
"3364","February","Wilson Dam","2023",1514.53392857143
"3365","January","Wilson Dam","2023",1514.38903225806
"3366","July","Wilson Dam","2023",1514.52741935484
