"","Month","Name","Year","Elevation_ft"
"1887","December","Toronto Dam","2018",903.513870967742
"1888","February","Toronto Dam","2018",901.561785714286
"1889","January","Toronto Dam","2018",901.513225806452
"1890","July","Toronto Dam","2018",902.064838709677
"1891","June","Toronto Dam","2018",902.197333333333
"1892","March","Toronto Dam","2018",902.035806451613
"1893","May","Toronto Dam","2018",904.232580645161
"1894","November","Toronto Dam","2018",902.387666666667
"1895","October","Toronto Dam","2018",911.495806451613
"1896","September","Toronto Dam","2018",904.781333333333
"1897","April","Tuttle Creek Dam","2018",1074.61833333333
"1898","August","Tuttle Creek Dam","2018",1075.47387096774
"1899","December","Tuttle Creek Dam","2018",1087.6235483871
"1900","February","Tuttle Creek Dam","2018",1073.36285714286
"1901","January","Tuttle Creek Dam","2018",1072.98548387097
"1902","July","Tuttle Creek Dam","2018",1083.36533333333
"1903","June","Tuttle Creek Dam","2018",1078.07233333333
"1904","March","Tuttle Creek Dam","2018",1074.45935483871
"1905","May","Tuttle Creek Dam","2018",1076.19096774194
"1906","November","Tuttle Creek Dam","2018",1096.21633333333
"1907","October","Tuttle Creek Dam","2018",1099.31806451613
"1908","September","Tuttle Creek Dam","2018",1091.301
"1909","April","Webster Dam","2018",1893.765
"1910","August","Webster Dam","2018",1892.51451612903
"1911","December","Webster Dam","2018",1892.86967741935
"1912","February","Webster Dam","2018",1893.87071428571
"1913","January","Webster Dam","2018",1893.29741935484
"1914","July","Webster Dam","2018",1894.57666666667
"1915","June","Webster Dam","2018",1896.19633333333
"1916","March","Webster Dam","2018",1893.92967741935
"1917","May","Webster Dam","2018",1894.128
"1918","November","Webster Dam","2018",1892.568
"1919","October","Webster Dam","2018",1893.2464516129
"1920","September","Webster Dam","2018",1892.63266666667
"1921","April","Wilson Dam","2018",1516.221
"1922","August","Wilson Dam","2018",1516.98161290323
"1923","December","Wilson Dam","2018",1516.70419354839
"1924","February","Wilson Dam","2018",1516.15678571429
"1925","January","Wilson Dam","2018",1516.19612903226
"1926","July","Wilson Dam","2018",1516.94433333333
"1927","June","Wilson Dam","2018",1517.222
"1928","March","Wilson Dam","2018",1516.16806451613
"1929","May","Wilson Dam","2018",1516.49548387097
"1930","November","Wilson Dam","2018",1516.51166666667
"1931","October","Wilson Dam","2018",1517.51064516129
"1932","September","Wilson Dam","2018",1516.88633333333
"1933","April","Big Hill Dam","2019",858.171333333333
"1934","August","Big Hill Dam","2019",858.678387096774
"1935","December","Big Hill Dam","2019",858.18064516129
"1936","February","Big Hill Dam","2019",858.251071428571
"1937","January","Big Hill Dam","2019",858.517419354839
"1938","July","Big Hill Dam","2019",858.054516129032
"1939","June","Big Hill Dam","2019",858.653
"1940","March","Big Hill Dam","2019",858.324838709677
"1941","May","Big Hill Dam","2019",859.741935483871
"1942","November","Big Hill Dam","2019",858.127666666667
"1943","October","Big Hill Dam","2019",858.274193548387
"1944","September","Big Hill Dam","2019",858.345666666667
"1945","April","Cedar Bluff Dam","2019",2125.47916666667
"1946","August","Cedar Bluff Dam","2019",2132.57580645161
"1947","December","Cedar Bluff Dam","2019",2057.16607142857
"1948","February","Cedar Bluff Dam","2019",2123.74529411765
"1949","January","Cedar Bluff Dam","2019",2123.0919047619
"1950","July","Cedar Bluff Dam","2019",2132.38
"1951","June","Cedar Bluff Dam","2019",2131.44
"1952","March","Cedar Bluff Dam","2019",2124.68166666667
"1953","May","Cedar Bluff Dam","2019",2127.49259259259
"1954","November","Cedar Bluff Dam","2019",2133.16862068966
"1955","October","Cedar Bluff Dam","2019",2133.25066666667
"1956","September","Cedar Bluff Dam","2019",2133.34466666667
"1957","April","Cheney Dam","2019",1421.822
"1958","August","Cheney Dam","2019",1421.92935483871
"1959","December","Cheney Dam","2019",1421.24903225806
"1960","February","Cheney Dam","2019",1421.84035714286
"1961","January","Cheney Dam","2019",1422.11741935484
"1962","July","Cheney Dam","2019",1424.97032258065
"1963","June","Cheney Dam","2019",1427.07066666667
"1964","March","Cheney Dam","2019",1421.95741935484
"1965","May","Cheney Dam","2019",1426.54290322581
"1966","November","Cheney Dam","2019",1421.079
"1967","October","Cheney Dam","2019",1421.26806451613
"1968","September","Cheney Dam","2019",1421.64566666667
"1969","April","Clinton Dam","2019",877.683666666667
"1970","August","Clinton Dam","2019",891.666129032258
"1971","December","Clinton Dam","2019",876.584516129032
"1972","February","Clinton Dam","2019",874.851785714286
"1973","January","Clinton Dam","2019",875.633870967742
"1974","July","Clinton Dam","2019",895.569032258065
"1975","June","Clinton Dam","2019",894.508333333333
"1976","March","Clinton Dam","2019",875.614193548387
"1977","May","Clinton Dam","2019",886.916129032258
"1978","November","Clinton Dam","2019",883.180333333333
"1979","October","Clinton Dam","2019",887.052258064516
"1980","September","Clinton Dam","2019",889.906666666667
"1981","April","Council Grove Dam","2019",1273.30466666667
"1982","August","Council Grove Dam","2019",1274.62806451613
"1983","December","Council Grove Dam","2019",1274.36161290323
"1984","February","Council Grove Dam","2019",1273.14321428571
"1985","January","Council Grove Dam","2019",1274.12806451613
"1986","July","Council Grove Dam","2019",1282.14096774194
"1987","June","Council Grove Dam","2019",1286.733
"1988","March","Council Grove Dam","2019",1273.68677419355
"1989","May","Council Grove Dam","2019",1285.51483870968
"1990","November","Council Grove Dam","2019",1274.08266666667
"1991","October","Council Grove Dam","2019",1274.24806451613
"1992","September","Council Grove Dam","2019",1274.57233333333
"1993","April","El Dorado Dam","2019",1339.26866666667
"1994","August","El Dorado Dam","2019",1339.64387096774
"1995","December","El Dorado Dam","2019",1338.74290322581
"1996","February","El Dorado Dam","2019",1339.18571428571
"1997","January","El Dorado Dam","2019",1339.40064516129
"1998","July","El Dorado Dam","2019",1342.73774193548
"1999","June","El Dorado Dam","2019",1345.927
"2000","March","El Dorado Dam","2019",1339.45096774194
"2001","May","El Dorado Dam","2019",1345.39290322581
"2002","November","El Dorado Dam","2019",1338.783
"2003","October","El Dorado Dam","2019",1339.10838709677
"2004","September","El Dorado Dam","2019",1339.086
"2005","April","Elk City Dam","2019",796.711
"2006","August","Elk City Dam","2019",798.541612903226
"2007","December","Elk City Dam","2019",796.184516129032
"2008","February","Elk City Dam","2019",796.583214285714
"2009","January","Elk City Dam","2019",797.948387096774
"2010","July","Elk City Dam","2019",816.665806451613
"2011","June","Elk City Dam","2019",824.79
"2012","March","Elk City Dam","2019",797.437419354839
"2013","May","Elk City Dam","2019",813.869032258065
"2014","November","Elk City Dam","2019",796.886
"2015","October","Elk City Dam","2019",797.96064516129
"2016","September","Elk City Dam","2019",797.671333333333
"2017","April","Fall River Dam","2019",948.898333333333
"2018","August","Fall River Dam","2019",951.432903225806
"2019","December","Fall River Dam","2019",949.177096774194
"2020","February","Fall River Dam","2019",948.681071428571
"2021","January","Fall River Dam","2019",950.630322580645
"2022","July","Fall River Dam","2019",970.073548387097
"2023","June","Fall River Dam","2019",984.269
"2024","March","Fall River Dam","2019",951.580967741936
"2025","May","Fall River Dam","2019",974.626774193548
"2026","November","Fall River Dam","2019",948.951666666667
"2027","October","Fall River Dam","2019",950.906451612903
"2028","September","Fall River Dam","2019",950.424666666667
"2029","April","Glen Elder Dam (Waconda Lake)","2019",1456.30481481481
"2030","August","Glen Elder Dam (Waconda Lake)","2019",1463.16258064516
"2031","December","Glen Elder Dam (Waconda Lake)","2019",1455.16064516129
"2032","February","Glen Elder Dam (Waconda Lake)","2019",1454.55107142857
"2033","January","Glen Elder Dam (Waconda Lake)","2019",1455.66741935484
"2034","July","Glen Elder Dam (Waconda Lake)","2019",1464.73129032258
"2035","June","Glen Elder Dam (Waconda Lake)","2019",1465.21466666667
"2036","March","Glen Elder Dam (Waconda Lake)","2019",1457.10161290323
"2037","May","Glen Elder Dam (Waconda Lake)","2019",1458.98290322581
"2038","November","Glen Elder Dam (Waconda Lake)","2019",1456.51366666667
"2039","October","Glen Elder Dam (Waconda Lake)","2019",1457.13806451613
"2040","September","Glen Elder Dam (Waconda Lake)","2019",1462.79566666667
"2041","April","Hillsdale Dam","2019",917.802
"2042","August","Hillsdale Dam","2019",922.172580645161
"2043","December","Hillsdale Dam","2019",917.917419354839
"2044","February","Hillsdale Dam","2019",916.171739130435
"2045","January","Hillsdale Dam","2019",917.892413793103
"2046","July","Hillsdale Dam","2019",926.371290322581
"2047","June","Hillsdale Dam","2019",928.831333333333
"2048","March","Hillsdale Dam","2019",916.634516129032
"2049","May","Hillsdale Dam","2019",924.695161290323
"2050","November","Hillsdale Dam","2019",917.795666666667
"2051","October","Hillsdale Dam","2019",918.211290322581
"2052","September","Hillsdale Dam","2019",920.023333333333
"2053","April","John Redmond Dam","2019",1041.89133333333
"2054","August","John Redmond Dam","2019",1044.50096774194
"2055","December","John Redmond Dam","2019",1041.57161290323
"2056","February","John Redmond Dam","2019",1041.42857142857
"2057","January","John Redmond Dam","2019",1042.63516129032
"2058","July","John Redmond Dam","2019",1056.28870967742
"2059","June","John Redmond Dam","2019",1065.45533333333
"2060","March","John Redmond Dam","2019",1042.30806451613
"2061","May","John Redmond Dam","2019",1063.03322580645
"2062","November","John Redmond Dam","2019",1041.71966666667
"2063","October","John Redmond Dam","2019",1042.76870967742
"2064","September","John Redmond Dam","2019",1042.97133333333
"2065","April","Kanopolis Dam","2019",1464.324
"2066","August","Kanopolis Dam","2019",1469.7335483871
"2067","December","Kanopolis Dam","2019",1462.39935483871
"2068","February","Kanopolis Dam","2019",1461.5992
"2069","January","Kanopolis Dam","2019",1461.83741935484
"2070","July","Kanopolis Dam","2019",1478.60193548387
"2071","June","Kanopolis Dam","2019",1491.40321428571
"2072","March","Kanopolis Dam","2019",1462.80214285714
"2073","May","Kanopolis Dam","2019",1477.72935483871
"2074","November","Kanopolis Dam","2019",1462.14533333333
"2075","October","Kanopolis Dam","2019",1462.31193548387
"2076","September","Kanopolis Dam","2019",1470.394
"2077","April","Kirwin Dam","2019",1730.61074074074
"2078","August","Kirwin Dam","2019",1732.53862068966
"2079","December","Kirwin Dam","2019",1729.1035483871
"2080","February","Kirwin Dam","2019",1729.95785714286
"2081","January","Kirwin Dam","2019",1730.34548387097
"2082","July","Kirwin Dam","2019",1733.82677419355
"2083","June","Kirwin Dam","2019",1734.22933333333
"2084","March","Kirwin Dam","2019",1730.39258064516
"2085","May","Kirwin Dam","2019",1731.10870967742
"2086","November","Kirwin Dam","2019",1729.29766666667
"2087","October","Kirwin Dam","2019",1732.0564516129
"2088","September","Kirwin Dam","2019",1732.86733333333
"2089","April","Lovewell Dam","2019",1582.77466666667
"2090","August","Lovewell Dam","2019",1581.56838709677
"2091","December","Lovewell Dam","2019",1581.85064516129
"2092","February","Lovewell Dam","2019",1579.50892857143
"2093","January","Lovewell Dam","2019",1580.53838709677
"2094","July","Lovewell Dam","2019",1590.06677419355
"2095","June","Lovewell Dam","2019",1588.86933333333
"2096","March","Lovewell Dam","2019",1583.06258064516
"2097","May","Lovewell Dam","2019",1583.90870967742
"2098","November","Lovewell Dam","2019",1579.35866666667
"2099","October","Lovewell Dam","2019",1572.20838709677
"2100","September","Lovewell Dam","2019",1574.96866666667
"2101","April","Marion Dam","2019",1350.701
"2102","August","Marion Dam","2019",1351.04387096774
"2103","December","Marion Dam","2019",1350.15225806452
"2104","February","Marion Dam","2019",1350.7425
"2105","January","Marion Dam","2019",1350.76096774194
"2106","July","Marion Dam","2019",1354.49129032258
"2107","June","Marion Dam","2019",1357.13133333333
"2108","March","Marion Dam","2019",1350.83838709677
"2109","May","Marion Dam","2019",1356.04451612903
"2110","November","Marion Dam","2019",1350.11466666667
"2111","October","Marion Dam","2019",1350.33677419355
"2112","September","Marion Dam","2019",1350.595
"2113","April","Melvern Dam","2019",1037.87266666667
"2114","August","Melvern Dam","2019",1042.20967741935
"2115","December","Melvern Dam","2019",1036.99451612903
"2116","February","Melvern Dam","2019",1034.90652173913
"2117","January","Melvern Dam","2019",1036.09032258065
"2118","July","Melvern Dam","2019",1047.70838709677
"2119","June","Melvern Dam","2019",1053.749
"2120","March","Melvern Dam","2019",1035.87677419355
"2121","May","Melvern Dam","2019",1049.20032258065
"2122","November","Melvern Dam","2019",1037.25566666667
"2123","October","Melvern Dam","2019",1037.77096774194
"2124","September","Melvern Dam","2019",1040.50666666667
"2125","April","Milford Dam","2019",1154.50466666667
"2126","August","Milford Dam","2019",1163.31413793103
"2127","December","Milford Dam","2019",1143.02096774194
"2128","February","Milford Dam","2019",1141.50142857143
"2129","January","Milford Dam","2019",1143.628
"2130","July","Milford Dam","2019",1168.91866666667
"2131","June","Milford Dam","2019",1172.60366666667
"2132","March","Milford Dam","2019",1146.58516129032
"2133","May","Milford Dam","2019",1162.43193548387
"2134","November","Milford Dam","2019",1154.55931034483
"2135","October","Milford Dam","2019",1163.0135483871
"2136","September","Milford Dam","2019",1161.997
"2137","April","Norton Dam (Keith Sebelius Lake)","2019",2296.65875
"2138","August","Norton Dam (Keith Sebelius Lake)","2019",2299.82483870968
"2139","December","Norton Dam (Keith Sebelius Lake)","2019",2217.58607142857
"2140","February","Norton Dam (Keith Sebelius Lake)","2019",2294.61647058824
"2141","January","Norton Dam (Keith Sebelius Lake)","2019",2294.25952380952
"2142","July","Norton Dam (Keith Sebelius Lake)","2019",2300.60103448276
"2143","June","Norton Dam (Keith Sebelius Lake)","2019",2278.86964285714
"2144","March","Norton Dam (Keith Sebelius Lake)","2019",2295.82875
"2145","May","Norton Dam (Keith Sebelius Lake)","2019",2297.40481481481
"2146","November","Norton Dam (Keith Sebelius Lake)","2019",2299.42137931034
"2147","October","Norton Dam (Keith Sebelius Lake)","2019",2299.483
"2148","September","Norton Dam (Keith Sebelius Lake)","2019",2299.815
"2149","April","Perry Dam","2019",903.795
"2150","August","Perry Dam","2019",910.443548387097
"2151","December","Perry Dam","2019",892.226451612903
"2152","February","Perry Dam","2019",892.328928571429
"2153","January","Perry Dam","2019",892.234193548387
"2154","July","Perry Dam","2019",913.769032258064
"2155","June","Perry Dam","2019",917.627666666667
"2156","March","Perry Dam","2019",898.004516129032
"2157","May","Perry Dam","2019",913.013870967742
"2158","November","Perry Dam","2019",902.004333333333
"2159","October","Perry Dam","2019",908.225483870968
"2160","September","Perry Dam","2019",908.549666666667
"2161","April","Pomona Dam","2019",977.889666666667
"2162","August","Pomona Dam","2019",982.028064516129
"2163","December","Pomona Dam","2019",975.680333333333
"2164","February","Pomona Dam","2019",973.335555555556
"2165","January","Pomona Dam","2019",973.924516129032
"2166","July","Pomona Dam","2019",990.381612903226
"2167","June","Pomona Dam","2019",998.99
"2168","March","Pomona Dam","2019",975.786774193548
"2169","May","Pomona Dam","2019",993.441612903226
"2170","November","Pomona Dam","2019",976.180666666667
"2171","October","Pomona Dam","2019",976.495161290323
"2172","September","Pomona Dam","2019",981.074333333333
"2173","April","Toronto Dam","2019",902.473
"2174","August","Toronto Dam","2019",903.915483870968
"2175","December","Toronto Dam","2019",902.604193548387
"2176","February","Toronto Dam","2019",902.781428571429
"2177","January","Toronto Dam","2019",903.989032258065
"2178","July","Toronto Dam","2019",917.380967741935
"2179","June","Toronto Dam","2019",928.130666666667
"2180","March","Toronto Dam","2019",903.741935483871
"2181","May","Toronto Dam","2019",924.19
"2182","November","Toronto Dam","2019",902.215
"2183","October","Toronto Dam","2019",903.329677419355
"2184","September","Toronto Dam","2019",902.826
"2185","April","Tuttle Creek Dam","2019",1115.31666666667
"2186","August","Tuttle Creek Dam","2019",1115.16258064516
"2187","December","Tuttle Creek Dam","2019",1075.19096774194
"2188","February","Tuttle Creek Dam","2019",1077.03173913043
"2189","January","Tuttle Creek Dam","2019",1076.36935483871
"2190","July","Tuttle Creek Dam","2019",1124.595
"2191","June","Tuttle Creek Dam","2019",1130.99866666667
"2192","March","Tuttle Creek Dam","2019",1095.36225806452
"2193","May","Tuttle Creek Dam","2019",1124.4
"2194","November","Tuttle Creek Dam","2019",1101.594
"2195","October","Tuttle Creek Dam","2019",1116.22096774194
"2196","September","Tuttle Creek Dam","2019",1113.09433333333
"2197","April","Webster Dam","2019",1893.27296296296
"2198","August","Webster Dam","2019",1894.33903225806
"2199","December","Webster Dam","2019",1892.75290322581
"2200","February","Webster Dam","2019",1892.44964285714
"2201","January","Webster Dam","2019",1893.02032258065
"2202","July","Webster Dam","2019",1895.06322580645
"2203","June","Webster Dam","2019",1896.79766666667
"2204","March","Webster Dam","2019",1892.90419354839
"2205","May","Webster Dam","2019",1894.47677419355
"2206","November","Webster Dam","2019",1892.567
"2207","October","Webster Dam","2019",1896.16290322581
"2208","September","Webster Dam","2019",1899.26666666667
"2209","April","Wilson Dam","2019",1515.91766666667
"2210","August","Wilson Dam","2019",1520.77096774194
"2211","December","Wilson Dam","2019",1515.31258064516
"2212","February","Wilson Dam","2019",1516.00607142857
"2213","January","Wilson Dam","2019",1516.0535483871
"2214","July","Wilson Dam","2019",1524.9964516129
"2215","June","Wilson Dam","2019",1526.567
"2216","March","Wilson Dam","2019",1516.52322580645
"2217","May","Wilson Dam","2019",1519.2364516129
"2218","November","Wilson Dam","2019",1515.35
"2219","October","Wilson Dam","2019",1515.87838709677
"2220","September","Wilson Dam","2019",1520.107
"2221","April","Big Hill Dam","2020",858.158333333333
"2222","August","Big Hill Dam","2020",857.59935483871
"2223","December","Big Hill Dam","2020",857.846451612903
"2224","February","Big Hill Dam","2020",858.419655172414
"2225","January","Big Hill Dam","2020",858.470967741936
"2226","July","Big Hill Dam","2020",857.641935483871
"2227","June","Big Hill Dam","2020",858.044666666667
"2228","March","Big Hill Dam","2020",858.49935483871
"2229","May","Big Hill Dam","2020",859.173548387097
"2230","November","Big Hill Dam","2020",857.210333333333
"2231","October","Big Hill Dam","2020",857.028387096774
"2232","September","Big Hill Dam","2020",857.430333333333
"2233","April","Cedar Bluff Dam","2020",2134.769
"2234","August","Cedar Bluff Dam","2020",2134.08516129032
"2235","December","Cedar Bluff Dam","2020",2132.82548387097
"2236","February","Cedar Bluff Dam","2020",2134.1104
"2237","January","Cedar Bluff Dam","2020",2133.79379310345
"2238","July","Cedar Bluff Dam","2020",2134.30733333333
"2239","June","Cedar Bluff Dam","2020",2134.609
"2240","March","Cedar Bluff Dam","2020",2134.58333333333
"2241","May","Cedar Bluff Dam","2020",2134.73032258064
"2242","November","Cedar Bluff Dam","2020",2132.98275862069
"2243","October","Cedar Bluff Dam","2020",2133.24096774194
"2244","September","Cedar Bluff Dam","2020",2133.70423076923
"2245","April","Cheney Dam","2020",1422.16833333333
"2246","August","Cheney Dam","2020",1420.95903225806
"2247","December","Cheney Dam","2020",1419.90516129032
"2248","February","Cheney Dam","2020",1421.88724137931
"2249","January","Cheney Dam","2020",1421.74806451613
"2250","July","Cheney Dam","2020",1421.28741935484
"2251","June","Cheney Dam","2020",1421.55566666667
"2252","March","Cheney Dam","2020",1421.90806451613
"2253","May","Cheney Dam","2020",1421.94096774194
"2254","November","Cheney Dam","2020",1419.78466666667
"2255","October","Cheney Dam","2020",1419.95032258065
"2256","September","Cheney Dam","2020",1420.50166666667
"2257","April","Clinton Dam","2020",880.018666666667
"2258","August","Clinton Dam","2020",877.093225806452
"2259","December","Clinton Dam","2020",874.656774193548
"2260","February","Clinton Dam","2020",875.536206896552
"2261","January","Clinton Dam","2020",876.32064516129
"2262","July","Clinton Dam","2020",876.385483870968
"2263","June","Clinton Dam","2020",877.214333333333
"2264","March","Clinton Dam","2020",877.082258064516
"2265","May","Clinton Dam","2020",877.69
"2266","November","Clinton Dam","2020",874.825
"2267","October","Clinton Dam","2020",875.027096774194
"2268","September","Clinton Dam","2020",875.649666666667
"2269","April","Council Grove Dam","2020",1273.44966666667
"2270","August","Council Grove Dam","2020",1274.42516129032
"2271","December","Council Grove Dam","2020",1272.15
"2272","February","Council Grove Dam","2020",1272.98517241379
"2273","January","Council Grove Dam","2020",1274.25129032258
"2274","July","Council Grove Dam","2020",1274.27774193548
"2275","June","Council Grove Dam","2020",1274.217
"2276","March","Council Grove Dam","2020",1273.04903225806
"2277","May","Council Grove Dam","2020",1274.89870967742
"2278","November","Council Grove Dam","2020",1272.50233333333
"2279","October","Council Grove Dam","2020",1273.01322580645
"2280","September","Council Grove Dam","2020",1273.67966666667
"2281","April","El Dorado Dam","2020",1339.75133333333
"2282","August","El Dorado Dam","2020",1338.85935483871
"2283","December","El Dorado Dam","2020",1337.41
"2284","February","El Dorado Dam","2020",1339.45413793103
"2285","January","El Dorado Dam","2020",1339.40064516129
"2286","July","El Dorado Dam","2020",1338.92516129032
"2287","June","El Dorado Dam","2020",1339.21866666667
"2288","March","El Dorado Dam","2020",1340.12903225806
"2289","May","El Dorado Dam","2020",1340.43870967742
"2290","November","El Dorado Dam","2020",1337.63266666667
"2291","October","El Dorado Dam","2020",1337.84774193548
"2292","September","El Dorado Dam","2020",1338.42233333333
"2293","April","Elk City Dam","2020",796.690333333333
"2294","August","Elk City Dam","2020",796.379032258065
"2295","December","Elk City Dam","2020",796.579032258065
"2296","February","Elk City Dam","2020",797.664827586207
"2297","January","Elk City Dam","2020",797.697096774194
"2298","July","Elk City Dam","2020",796.427741935484
"2299","June","Elk City Dam","2020",797.007
"2300","March","Elk City Dam","2020",798.024193548387
"2301","May","Elk City Dam","2020",804.566451612903
"2302","November","Elk City Dam","2020",796.821
"2303","October","Elk City Dam","2020",795.67064516129
"2304","September","Elk City Dam","2020",796.063666666667
"2305","April","Fall River Dam","2020",949.089
"2306","August","Fall River Dam","2020",949.064193548387
"2307","December","Fall River Dam","2020",948.768064516129
"2308","February","Fall River Dam","2020",951.071034482759
"2309","January","Fall River Dam","2020",951.364516129032
"2310","July","Fall River Dam","2020",949.843225806452
"2311","June","Fall River Dam","2020",950.611333333333
"2312","March","Fall River Dam","2020",952.357419354839
"2313","May","Fall River Dam","2020",957.36935483871
"2314","November","Fall River Dam","2020",948.638666666667
"2315","October","Fall River Dam","2020",948.22935483871
"2316","September","Fall River Dam","2020",948.677666666667
"2317","April","Glen Elder Dam (Waconda Lake)","2020",1457.097
"2318","August","Glen Elder Dam (Waconda Lake)","2020",1457.59677419355
"2319","December","Glen Elder Dam (Waconda Lake)","2020",1455.70032258065
"2320","February","Glen Elder Dam (Waconda Lake)","2020",1454.47655172414
"2321","January","Glen Elder Dam (Waconda Lake)","2020",1454.65266666667
"2322","July","Glen Elder Dam (Waconda Lake)","2020",1456.71774193548
"2323","June","Glen Elder Dam (Waconda Lake)","2020",1456.03366666667
"2324","March","Glen Elder Dam (Waconda Lake)","2020",1455.39774193548
"2325","May","Glen Elder Dam (Waconda Lake)","2020",1456.76548387097
"2326","November","Glen Elder Dam (Waconda Lake)","2020",1456.323
"2327","October","Glen Elder Dam (Waconda Lake)","2020",1456.24096774194
"2328","September","Glen Elder Dam (Waconda Lake)","2020",1456.43633333333
"2329","April","Hillsdale Dam","2020",918.267
"2330","August","Hillsdale Dam","2020",918.016451612903
"2331","December","Hillsdale Dam","2020",916.364838709677
"2332","February","Hillsdale Dam","2020",916.107586206897
"2333","January","Hillsdale Dam","2020",917.88935483871
"2334","July","Hillsdale Dam","2020",917.708387096774
"2335","June","Hillsdale Dam","2020",918.596333333333
"2336","March","Hillsdale Dam","2020",916.714193548387
"2337","May","Hillsdale Dam","2020",917.962258064516
"2338","November","Hillsdale Dam","2020",916.558333333333
"2339","October","Hillsdale Dam","2020",916.837419354839
"2340","September","Hillsdale Dam","2020",917.408666666667
"2341","April","John Redmond Dam","2020",1042.038
"2342","August","John Redmond Dam","2020",1041.47806451613
"2343","December","John Redmond Dam","2020",1040.72129032258
"2344","February","John Redmond Dam","2020",1041.80620689655
"2345","January","John Redmond Dam","2020",1043.43129032258
"2346","July","John Redmond Dam","2020",1041.71290322581
"2347","June","John Redmond Dam","2020",1042.09666666667
"2348","March","John Redmond Dam","2020",1043.69709677419
"2349","May","John Redmond Dam","2020",1045.38387096774
"2350","November","John Redmond Dam","2020",1040.746
"2351","October","John Redmond Dam","2020",1040.94032258065
"2352","September","John Redmond Dam","2020",1041.23366666667
"2353","April","Kanopolis Dam","2020",1462.55608695652
"2354","August","Kanopolis Dam","2020",1467.37451612903
"2355","December","Kanopolis Dam","2020",1462.72483870968
"2356","February","Kanopolis Dam","2020",1462.60689655172
"2357","January","Kanopolis Dam","2020",1462.43516129032
"2358","July","Kanopolis Dam","2020",1467.13806451613
"2359","June","Kanopolis Dam","2020",1467.17433333333
"2360","March","Kanopolis Dam","2020",1462.4235483871
"2361","May","Kanopolis Dam","2020",1463.68612903226
"2362","November","Kanopolis Dam","2020",1462.79033333333
"2363","October","Kanopolis Dam","2020",1461.97483870968
"2364","September","Kanopolis Dam","2020",1465.38833333333
"2365","April","Kirwin Dam","2020",1729.00133333333
"2366","August","Kirwin Dam","2020",1728.17290322581
"2367","December","Kirwin Dam","2020",1727.49870967742
"2368","February","Kirwin Dam","2020",1729.06724137931
"2369","January","Kirwin Dam","2020",1729.178
"2370","July","Kirwin Dam","2020",1728.68225806452
"2371","June","Kirwin Dam","2020",1729.43233333333
"2372","March","Kirwin Dam","2020",1729.0735483871
"2373","May","Kirwin Dam","2020",1729.15451612903
"2374","November","Kirwin Dam","2020",1727.197
"2375","October","Kirwin Dam","2020",1727.02451612903
"2376","September","Kirwin Dam","2020",1727.19285714286
"2377","April","Lovewell Dam","2020",1581.271
"2378","August","Lovewell Dam","2020",1582.27129032258
"2379","December","Lovewell Dam","2020",1580.87419354839
"2380","February","Lovewell Dam","2020",1581.75103448276
"2381","January","Lovewell Dam","2020",1582.15966666667
"2382","July","Lovewell Dam","2020",1582.32483870968
"2383","June","Lovewell Dam","2020",1582.36433333333
"2384","March","Lovewell Dam","2020",1581.27387096774
"2385","May","Lovewell Dam","2020",1582.643
"2386","November","Lovewell Dam","2020",1580.568
"2387","October","Lovewell Dam","2020",1580.29032258065
"2388","September","Lovewell Dam","2020",1579.30233333333
"2389","April","Marion Dam","2020",1350.632
"2390","August","Marion Dam","2020",1350.26258064516
"2391","December","Marion Dam","2020",1349.1035483871
"2392","February","Marion Dam","2020",1350.71379310345
"2393","January","Marion Dam","2020",1350.39193548387
"2394","July","Marion Dam","2020",1349.94225806452
"2395","June","Marion Dam","2020",1350.30633333333
"2396","March","Marion Dam","2020",1350.72032258065
"2397","May","Marion Dam","2020",1350.74741935484
"2398","November","Marion Dam","2020",1349.176
"2399","October","Marion Dam","2020",1349.3464516129
"2400","September","Marion Dam","2020",1349.783
"2401","April","Melvern Dam","2020",1037.08333333333
"2402","August","Melvern Dam","2020",1036.58096774194
"2403","December","Melvern Dam","2020",1034.35709677419
"2404","February","Melvern Dam","2020",1034.6175862069
"2405","January","Melvern Dam","2020",1035.76322580645
"2406","July","Melvern Dam","2020",1113.5264516129
"2407","June","Melvern Dam","2020",1037.08466666667
"2408","March","Melvern Dam","2020",1035.73290322581
"2409","May","Melvern Dam","2020",1038.07107142857
"2410","November","Melvern Dam","2020",1034.69533333333
"2411","October","Melvern Dam","2020",1035.11580645161
"2412","September","Melvern Dam","2020",1035.77866666667
"2413","April","Milford Dam","2020",1145.65533333333
"2414","August","Milford Dam","2020",1148.33935483871
"2415","December","Milford Dam","2020",1144.87193548387
"2416","February","Milford Dam","2020",1141.18586206897
"2417","January","Milford Dam","2020",1141.84935483871
"2418","July","Milford Dam","2020",1145.45129032258
"2419","June","Milford Dam","2020",1146.35275862069
"2420","March","Milford Dam","2020",1142.40064516129
"2421","May","Milford Dam","2020",1145.66677419355
"2422","November","Milford Dam","2020",1144.796
"2423","October","Milford Dam","2020",1145.56548387097
"2424","September","Milford Dam","2020",1145.869
"2425","April","Norton Dam (Keith Sebelius Lake)","2020",2300.88566666667
"2426","August","Norton Dam (Keith Sebelius Lake)","2020",2298.77870967742
"2427","December","Norton Dam (Keith Sebelius Lake)","2020",2297.10451612903
"2428","February","Norton Dam (Keith Sebelius Lake)","2020",2300.3452
